,user,review
777,360,154
778,10,154
779,319,154
780,316,154
781,206,155
782,402,155
783,158,155
784,245,155
785,446,156
786,320,156
787,324,156
788,203,156
789,454,156
790,394,157
791,363,157
792,199,157
793,61,157
794,28,157
795,65,157
796,34,158
797,77,158
798,124,158
799,56,159
800,185,159
801,351,159
802,247,159
803,86,159
804,151,159
805,176,159
806,245,159
807,256,159
808,49,159
809,297,160
810,194,160
811,174,160
812,317,161
813,6,161
814,156,162
815,271,162
816,364,162
817,342,162
818,169,162
819,43,162
820,447,162
821,232,162
822,452,164
823,299,164
824,21,164
825,214,164
826,403,164
827,62,165
828,69,165
829,90,165
830,303,165
831,386,165
832,55,165
833,50,165
834,130,165
835,242,165
836,223,166
837,322,166
838,58,166
839,78,168
840,332,168
841,197,169
842,338,169
843,296,169
844,171,169
845,389,169
846,265,169
847,1,169
848,345,169
849,169,169
850,58,170
851,38,170
852,167,170
853,385,170
854,352,170
855,413,170
856,237,170
857,395,170
858,110,170
859,9,171
860,406,171
861,125,171
862,447,171
863,372,171
864,337,171
865,333,171
866,372,172
867,303,172
868,276,172
869,200,172
870,453,172
871,196,172
872,137,172
873,200,173
874,363,173
875,2,173
876,116,174
877,347,174
878,323,174
879,76,174
880,395,174
881,357,175
882,122,175
883,137,175
884,36,175
885,105,175
886,10,175
887,62,175
888,156,175
889,15,176
890,113,176
891,61,176
892,375,177
893,110,177
894,159,177
895,232,177
896,386,178
897,136,178
898,287,178
899,18,178
900,31,178
901,38,178
902,106,178
903,239,179
904,194,179
905,65,179
906,233,179
907,131,179
908,53,179
909,287,179
910,40,179
911,263,180
912,344,180
913,279,180
914,126,180
915,258,180
916,278,181
917,338,181
918,452,181
919,226,181
920,38,181
921,77,181
922,93,182
923,9,182
924,265,182
925,385,182
926,285,182
927,215,182
928,90,182
929,123,184
930,43,184
931,86,184
932,406,185
933,126,185
934,370,185
935,205,186
936,322,186
937,159,186
938,404,186
939,197,186
940,255,186
941,417,186
942,34,186
943,245,186
944,214,186
945,312,187
946,167,188
947,297,188
948,1,188
949,356,188
950,29,189
951,123,190
952,215,190
953,415,190
954,239,190
955,364,190
956,103,191
957,63,191
958,56,191
959,324,191
960,200,191
961,73,191
962,194,192
963,103,193
964,86,193
965,378,193
966,130,193
967,301,193
968,357,194
969,184,194
970,423,194
971,26,194
972,70,195
973,330,195
974,117,195
975,342,196
976,21,196
977,115,196
978,429,196
979,312,196
980,94,196
981,289,197
982,413,197
983,6,197
984,94,198
985,233,198
986,311,199
987,151,199
988,116,199
989,85,199
990,100,199
991,74,199
992,180,199
993,124,199
994,344,200
995,38,200
996,210,200
997,66,200
998,255,200
999,402,201
1000,4,201
1001,108,201
1002,287,201
1003,345,201
1004,322,201
1005,21,201
1006,189,202
1007,1,202
1008,212,202
1009,316,202
1010,32,202
1011,187,203
1012,210,203
1013,449,203
1014,271,203
1015,418,203
1016,274,203
1017,317,203
1018,72,203
1019,177,203
1020,385,204
1021,204,205
1022,141,206
1023,302,207
1024,296,207
1025,364,207
1026,156,207
1027,38,207
1028,395,207
1029,386,207
1030,43,207
1031,299,207
1032,43,208
1033,238,208
1034,299,208
1035,287,208
1036,143,209
1037,171,209
1038,72,209
1039,303,210
1040,276,211
1041,279,211
1042,199,211
1043,85,211
1044,142,212
1045,410,212
1046,68,213
1047,83,213
1048,439,214
1049,72,214
1050,386,214
1051,413,214
1052,183,214
1053,264,214
1054,440,214
1055,80,214
1056,366,215
1057,214,215
1058,143,215
1059,447,215
1060,1,215
1061,83,215
1062,444,215
1063,417,215
1064,212,216
1065,386,216
1066,156,216
1067,389,216
1068,154,216
1069,366,216
1070,187,216
1071,113,216
1072,269,216
1073,453,217
1074,86,217
1075,379,217
1076,361,217
1077,204,218
1078,384,218
1079,449,218
1080,129,218
1081,183,218
1082,279,218
1083,389,218
1084,400,218
1085,243,218
1086,279,219
1087,202,219
1088,65,219
1089,209,219
1090,75,219
1091,410,219
1092,32,219
1093,400,220
1094,55,220
1095,372,220
1096,289,220
1097,423,220
1098,229,220
1099,399,221
1100,68,221
1101,362,221
1102,246,221
1103,162,221
1104,73,222
1105,28,222
1106,74,223
1107,128,223
1108,324,223
1109,287,223
1110,323,223
1111,194,223
1112,28,223
1113,45,224
1114,322,224
1115,362,224
1116,32,224
1117,269,224
1118,229,226
1119,63,226
1120,54,226
1121,31,226
1122,311,226
1123,28,226
1124,169,226
1125,6,226
1126,28,228
1127,283,229
1128,191,229
1129,21,229
1130,158,229
1131,142,229
1132,453,229
1133,179,231
1134,352,231
1135,230,231
1136,86,231
1137,388,231
1138,250,231
1139,58,231
1140,285,233
1141,143,233
1142,360,233
1143,256,233
1144,454,233
1145,298,233
1146,56,233
1147,410,233
1148,45,233
1149,78,234
1150,269,236
1151,403,236
1152,40,237
1153,154,237
1154,378,237
1155,122,237
1156,345,237
1157,323,237
1158,453,237
1159,171,238
1160,76,238
1161,122,238
1162,72,238
1163,108,238
1164,75,238
1165,320,238
1166,154,238
1167,151,238
1168,210,238
1169,337,239
1170,400,239
1171,53,239
1172,316,240
1173,69,240
1174,299,240
1175,356,241
1176,184,241
1177,317,241
1178,125,242
1179,311,242
1180,36,242
1181,142,242
1182,395,242
1183,167,242
1184,89,242
1185,256,243
1186,143,244
1187,142,244
1188,169,244
1189,253,244
1190,174,244
1191,56,244
1192,122,245
1193,232,245
1194,110,245
1195,264,245
1196,356,245
1197,284,245
1198,26,245
1199,142,245
1200,177,246
1201,103,246
1202,360,246
1203,108,246
1204,228,247
1205,54,247
1206,171,248
1207,219,248
1208,303,248
1209,317,248
1210,342,248
1211,135,248
1212,425,248
1213,106,249
1214,93,249
1215,86,249
1216,143,249
1217,452,249
1218,284,249
1219,300,249
1220,22,250
1221,195,250
1222,100,250
1223,300,250
1224,31,250
1225,114,251
1226,347,251
1227,128,251
1228,447,251
1229,417,251
1230,360,251
1231,278,253
1232,337,253
1233,183,254
1234,416,254
1235,452,254
1236,131,254
1237,256,254
1238,219,254
1239,191,254
1240,240,255
1241,199,255
1242,10,255
1243,73,256
1244,239,257
1245,370,257
1246,284,257
1247,316,257
1248,110,257
1249,439,258
1250,4,258
1251,42,258
1252,344,258
1253,232,259
1254,184,259
1255,447,259
1256,199,259
1257,396,259
1258,320,259
1259,114,260
1260,162,260
1261,6,260
1262,130,260
1263,279,260
1264,396,260
1265,247,260
1266,154,260
1267,270,260
1268,58,260
1269,70,261
1270,360,261
1271,250,261
1272,384,261
1273,53,261
1274,389,261
1275,330,261
1276,229,261
1277,11,262
1278,130,262
1279,418,262
1280,141,262
1281,174,262
1282,199,262
1283,210,262
1284,286,262
1285,178,263
1286,46,263
1287,248,263
1288,276,263
1289,80,264
1290,228,264
1291,453,264
1292,183,264
1293,364,264
1294,242,264
1295,215,265
1296,18,265
1297,80,266
1298,59,266
1299,446,266
1300,78,266
1301,303,266
1302,149,266
1303,318,266
1304,90,266
1305,206,266
1306,31,268
1307,325,268
1308,400,268
1309,387,268
1310,108,268
1311,257,268
1312,256,268
1313,386,268
1314,178,268
1315,45,268
1316,370,270
1317,338,270
1318,330,270
1319,331,270
1320,76,270
1321,212,270
1322,94,270
1323,69,270
1324,86,270
1325,223,270
1326,126,271
1327,219,271
1328,32,272
1329,38,272
1330,311,273
1331,449,273
1332,238,273
1333,31,273
1334,363,274
1335,413,274
1336,55,274
1337,283,274
1338,296,275
1339,159,275
1340,239,275
1341,404,275
1342,29,275
1343,222,275
1344,417,275
1345,385,275
1346,375,275
1347,151,275
1348,297,276
1349,299,276
1350,271,276
1351,11,276
1352,378,276
1353,223,276
1354,162,276
1355,345,276
1356,312,277
1357,361,278
1358,105,278
1359,196,278
1360,449,278
1361,303,278
1362,11,278
1363,402,278
1364,46,278
1365,61,278
1366,136,279
1367,258,279
1368,226,279
1369,177,279
1370,219,279
1371,162,279
1372,184,279
1373,246,279
1374,357,279
1375,222,279
1376,159,280
1377,406,280
1378,229,280
1379,296,280
1380,187,280
1381,429,280
1382,62,280
1383,338,280
1384,115,280
1385,447,281
1386,427,282
1387,197,282
1388,1,282
1389,361,282
1390,226,282
1391,105,282
1392,129,283
1393,347,283
1394,137,283
1395,101,284
1396,62,284
1397,171,284
1398,271,286
1399,180,286
1400,194,287
1401,189,287
1402,361,289
1403,8,289
1404,386,291
1405,223,291
1406,22,291
1407,83,293
1408,55,293
1409,253,293
1410,106,294
1411,301,294
1412,28,294
1413,410,294
1414,378,295
1415,191,295
1416,399,295
1417,257,295
1418,263,295
1419,338,295
1420,340,296
1421,200,296
1422,222,296
1423,190,296
1424,265,296
1425,229,296
1426,115,296
1427,56,296
1428,214,297
1429,299,297
1430,108,297
1431,168,297
1432,123,297
1433,418,298
1434,319,298
1435,212,298
1436,18,299
1437,289,299
1438,223,300
1439,143,300
1440,375,300
1441,222,300
1442,258,300
1443,276,300
1444,66,300
1445,11,300
1446,302,301
1447,332,302
1448,177,303
1449,189,303
1450,117,303
1451,175,303
1452,352,303
1453,101,304
1454,36,305
1455,89,305
1456,417,305
1457,219,305
1458,154,306
1459,285,306
1460,257,306
1461,8,307
1462,113,307
1463,209,307
1464,440,307
1465,203,307
1466,317,307
1467,342,307
1468,151,308
1469,286,308
1470,222,308
1471,83,308
1472,205,308
1473,183,309
1474,242,309
1475,323,309
1476,331,309
1477,83,309
1478,116,309
1479,169,309
1480,207,309
1481,15,309
1482,232,309
1483,9,310
1484,416,310
1485,246,310
1486,386,310
1487,237,310
1488,32,310
1489,242,310
1490,171,310
1491,8,310
1492,168,311
1493,319,311
1494,59,311
1495,300,311
1496,237,311
1497,297,311
1498,191,312
1499,137,312
1500,229,312
1501,402,312
1502,333,312
1503,253,312
1504,53,312
1505,108,313
1506,237,313
1507,351,313
1508,72,314
1509,56,315
1510,59,315
1511,298,315
1512,300,315
1513,93,315
1514,331,315
1515,400,315
1516,190,315
1517,59,316
1518,42,316
1519,364,316
1520,361,316
1521,242,316
1522,77,316
1523,388,316
1524,372,317
1525,190,317
1526,265,317
1527,106,317
1528,425,317
1529,26,318
1530,429,318
1531,338,318
1532,164,318
1533,205,318
1534,56,318
1535,46,318
1536,379,318
1537,357,320
1538,56,320
1539,204,320
1540,452,320
1541,137,320
1542,75,320
1543,303,321
1544,43,322
1545,301,322
1546,425,322
1547,11,322
1548,89,322
1549,418,322
1550,28,322
1551,333,323
1552,86,323
1553,330,323
1554,175,323
1555,325,323
1556,253,323
1557,143,323
1558,154,323
1559,331,324
1560,394,325
1561,220,325
1562,406,325
1563,151,325
1564,226,325
1565,62,326
1566,439,326
1567,283,327
1568,385,327
1569,86,327
1570,363,327
1571,317,328
1572,449,328
1573,59,328
1574,220,328
1575,112,328
1576,320,329
1577,378,329
1578,311,329
1579,386,331
1580,370,331
1581,454,331
1582,78,331
1583,320,331
1584,232,331
1585,126,331
1586,245,332
1587,122,332
1588,202,332
1589,74,332
1590,333,333
1591,316,333
1592,34,333
1593,137,333
1594,243,333
1595,389,333
1596,265,333
1597,124,333
1598,363,334
1599,183,334
1600,401,334
1601,113,334
1602,415,335
1603,54,335
1604,207,335
1605,200,335
1606,195,335
1607,274,335
1608,63,335
1609,200,336
1610,402,336
1611,80,336
1612,26,336
1613,72,336
1614,276,336
1615,245,336
1616,189,337
1617,117,337
1618,26,337
1619,2,337
1620,86,338
1621,68,339
1622,285,339
1623,256,339
1624,156,339
1625,323,340
1626,94,340
1627,311,340
1628,34,340
1629,446,340
1630,395,340
1631,113,340
1632,21,340
1633,114,340
1634,311,342
1635,222,342
1636,168,342
1637,296,342
1638,242,342
1639,425,343
1640,137,343
1641,247,343
1642,250,343
1643,103,343
1644,228,343
1645,15,343
1646,399,343
1647,446,343
1648,46,344
1649,179,344
1650,42,344
1651,128,344
1652,116,344
1653,178,344
1654,136,345
1655,283,345
1656,18,345
1657,185,345
1658,126,345
1659,61,345
1660,302,345
1661,454,345
1662,400,345
1663,4,345
1664,247,346
1665,316,346
1666,24,346
1667,155,347
1668,189,347
1669,318,347
1670,364,347
1671,194,348
1672,258,348
1673,429,348
1674,6,348
1675,263,349
1676,65,350
1677,141,350
1678,22,350
1679,347,350
1680,53,350
1681,173,351
1682,332,351
1683,176,351
1684,366,351
1685,195,351
1686,298,351
1687,116,351
1688,171,352
1689,255,352
1690,69,352
1691,80,352
1692,116,352
1693,372,352
1694,11,352
1695,90,352
1696,178,353
1697,297,355
1698,167,356
1699,103,356
1700,370,356
1701,325,356
1702,219,356
1703,25,356
1704,418,356
1705,375,357
1706,15,357
1707,62,357
1708,366,357
1709,65,357
1710,209,357
1711,185,358
1712,129,358
1713,103,358
1714,401,358
1715,135,358
1716,18,358
1717,302,360
1718,162,360
1719,50,360
1720,205,360
1721,197,360
1722,83,360
1723,142,360
1724,210,361
1725,331,361
1726,401,361
1727,220,361
1728,83,361
1729,141,361
1730,263,361
1731,89,361
1732,284,361
1733,8,361
1734,154,362
1735,100,363
1736,22,363
1737,89,363
1738,317,363
1739,94,363
1740,233,363
1741,38,364
1742,105,364
1743,70,364
1744,423,364
1745,125,364
1746,229,364
1747,126,364
1748,325,364
1749,298,364
1750,440,364
1751,185,365
1752,130,365
1753,415,365
1754,54,365
1755,110,365
1756,125,365
1757,199,365
1758,65,366
1759,361,367
1760,296,367
1761,325,367
1762,114,367
1763,126,367
1764,55,367
1765,156,367
1766,270,368
1767,366,368
1768,331,368
1769,289,368
1770,113,369
1771,415,370
1772,265,370
1773,31,370
1774,6,370
1775,136,370
1776,123,371
1777,185,372
1778,278,372
1779,169,372
1780,331,372
1781,21,372
1782,362,372
1783,394,372
1784,164,372
1785,156,373
1786,63,373
1787,444,373
1788,284,373
1789,69,373
1790,212,373
1791,200,373
1792,207,373
1793,230,373
1794,77,374
1795,135,374
1796,59,374
1797,247,374
1798,296,374
1799,65,375
1800,89,375
1801,257,376
1802,128,376
1803,387,377
1804,372,377
1805,207,377
1806,137,377
1807,100,377
1808,418,378
1809,454,378
1810,270,378
1811,394,378
1812,286,378
1813,149,378
1814,158,378
1815,386,378
1816,179,378
1817,247,379
1818,333,379
1819,429,379
1820,425,379
1821,74,379
1822,338,379
1823,223,380
1824,263,380
1825,240,380
1826,78,380
1827,278,380
1828,18,380
1829,194,380
1830,42,380
1831,77,380
1832,389,380
1833,388,381
1834,331,381
1835,58,381
1836,114,381
1837,68,381
1838,265,381
1839,356,381
1840,395,381
1841,226,381
1842,278,382
1843,116,382
1844,320,382
1845,101,383
1846,4,383
1847,440,383
1848,177,383
1849,215,383
1850,137,383
1851,154,383
1852,333,383
1853,245,384
1854,332,384
1855,113,385
1856,215,385
1857,22,385
1858,10,385
1859,287,385
1860,183,385
1861,42,385
1862,248,385
1863,28,386
1864,439,386
1865,257,386
1866,110,386
1867,62,386
1868,207,386
1869,285,386
1870,32,386
1871,76,386
1872,169,386
1873,352,387
1874,454,387
1875,189,387
1876,232,387
1877,199,387
1878,49,387
1879,206,387
1880,56,388
1881,400,388
1882,179,388
1883,423,388
1884,43,388
1885,242,388
1886,212,388
1887,167,389
1888,116,389
1889,285,390
1890,179,390
1891,156,390
1892,143,390
1893,271,390
1894,74,390
1895,137,390
1896,401,391
1897,338,391
1898,347,392
1899,253,393
1900,362,393
1901,22,393
1902,337,393
1903,136,393
1904,360,393
1905,413,393
1906,427,393
1907,370,393
1908,347,394
1909,1,394
1910,223,394
1911,141,394
1912,247,394
1913,287,394
1914,393,394
1915,417,395
1916,366,395
1917,75,395
1918,364,395
1919,239,395
1920,347,395
1921,219,395
1922,124,395
1923,137,395
1924,303,395
1925,242,396
1926,136,396
1927,322,396
1928,66,396
1929,274,396
1930,94,396
1931,149,396
1932,238,396
1933,297,396
1934,233,397
1935,384,397
1936,126,397
1937,286,397
1938,278,397
1939,176,397
1940,28,397
1941,338,397
1942,38,397
1943,36,398
1944,90,398
1945,68,398
1946,141,398
1947,183,398
1948,25,398
1949,399,398
1950,212,398
1951,77,398
1952,401,399
1953,318,399
1954,393,399
1955,320,399
1956,304,399
1957,83,399
1958,223,399
1959,187,400
1960,156,400
1961,296,400
1962,338,400
1963,174,400
1964,204,400
1965,168,400
1966,86,400
1967,18,401
1968,108,401
1969,10,401
1970,394,401
1971,303,403
1972,285,404
1973,379,405
1974,40,405
1975,124,405
1976,131,406
1977,50,406
1978,151,406
1979,447,406
1980,32,406
1981,45,406
1982,302,407
1983,178,407
1984,417,407
1985,322,407
1986,230,407
1987,316,407
1988,11,407
1989,207,407
1990,58,407
1991,42,407
1992,25,408
1993,174,408
1994,110,408
1995,338,408
1996,386,408
1997,101,408
1998,246,408
1999,387,408
2000,452,408
2001,416,408
2002,174,409
2003,296,409
2004,340,409
2005,404,409
2006,136,409
2007,142,409
2008,185,410
2009,141,410
2010,301,412
2011,68,413
2012,155,413
2013,302,413
2014,219,414
2015,258,414
2016,226,414
2017,61,414
2018,270,414
2019,338,415
2020,384,415
2021,388,416
2022,72,416
2023,316,416
2024,417,416
2025,444,417
2026,174,417
2027,253,417
2028,395,417
2029,90,417
2030,423,417
2031,173,417
2032,370,417
2033,356,417
2034,77,418
2035,204,418
2036,243,418
2037,11,418
2038,174,418
2039,413,418
2040,300,418
2041,130,418
2042,323,419
2043,177,419
2044,4,419
2045,388,419
2046,242,419
2047,212,420
2048,34,420
2049,378,421
2050,31,421
2051,263,421
2052,22,422
2053,6,422
2054,49,422
2055,206,422
2056,189,423
2057,74,425
2058,180,425
2059,70,425
2060,135,425
2061,360,425
2062,49,426
2063,283,426
2064,68,426
2065,179,426
2066,114,426
2067,330,426
2068,80,426
2069,452,426
2070,53,426
2071,247,426
2072,243,428
2073,162,428
2074,73,428
2075,202,428
2076,351,428
2077,142,428
2078,255,429
2079,32,429
2080,185,429
2081,70,429
2082,265,429
2083,103,429
2084,304,429
2085,297,429
2086,167,429
2087,394,430
2088,204,430
2089,301,431
2090,287,431
2091,270,431
2092,94,431
2093,72,432
2094,176,432
2095,453,432
2096,128,432
2097,200,432
2098,298,432
2099,191,432
2100,322,432
2101,202,432
2102,444,433
2103,114,433
2104,446,433
2105,404,433
2106,108,433
2107,250,433
2108,123,434
2109,389,434
2110,53,435
2111,90,435
2112,399,435
2113,68,435
2114,123,435
2115,362,435
2116,55,435
2117,352,435
2118,200,435
2119,330,435
2120,36,436
2121,124,436
2122,136,436
2123,4,436
2124,26,436
2125,113,436
2126,453,436
2127,440,436
2128,449,436
2129,311,437
2130,28,437
2131,394,437
2132,375,437
2133,154,437
2134,162,437
2135,106,438
2136,278,439
2137,401,439
2138,372,439
2139,69,439
2140,171,440
